game_id,season,week,gameday,home_team,away_team,home_score,away_score,actual_margin,actual_total,expected_home_points,expected_away_points,expected_margin,expected_total,home_win_probability,home_score_variance,away_score_variance,margin_variance,total_variance,expected_home_drives,expected_away_drives,home_p_td,home_p_fg,away_p_td,away_p_fg,home_p10,home_p25,home_p50,home_p75,home_p90,away_p10,away_p25,away_p50,away_p75,away_p90,margin_p10,margin_p25,margin_p50,margin_p75,margin_p90,total_p10,total_p25,total_p50,total_p75,total_p90,home_crps,away_crps,margin_crps,total_crps,joint_energy_score,simulation_seed,candidate_id,outer_target_season,train_through_season,training_through_boundary,selected_drive_alpha,selected_outcome_c,source_contract_version,code_sha,config_sha,fallback_state,simulation_version,simulation_draws
2024_06_HOU_NE,2024,6,2024-10-13,NE,HOU,21.0,41.0,-20.0,62.0,22.6927,19.2511,3.4416,41.9438,0.58795,144.29129583958394,123.53620241024103,254.2126107010701,281.44238579857983,11.657703430741925,11.490246506901354,0.1944994980453276,0.16841950046158594,0.17180875299088105,0.13116589043736168,9.0,14.0,21.0,30.0,39.0,6.0,10.0,17.0,26.0,34.0,-17.0,-7.0,3.0,14.0,24.0,22.0,30.0,40.0,52.0,64.0,2.7979971700000004,16.12776993,15.538258919999999,13.233770279999998,15.45289048440699,798719955,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_06_IND_TEN,2024,6,2024-10-13,TEN,IND,17.0,20.0,-3.0,37.0,25.5123,24.8485,0.6638,50.3608,0.51375,174.3028789978998,160.99464721472145,309.86515607560756,360.72989634963494,11.38159509241782,11.233849715854879,0.25109520835295157,0.13799852834824036,0.23184492980310759,0.16974349047272416,10.0,16.0,24.0,34.0,43.0,10.0,16.0,23.0,33.0,42.0,-22.0,-10.0,0.0,12.0,23.0,27.0,37.0,49.0,62.0,75.0,4.64508251,3.299761929999999,4.2576774,7.356809359999998,6.353012837360927,465283334,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_06_JAX_CHI,2024,6,2024-10-13,CHI,JAX,35.0,16.0,19.0,51.0,24.3689,21.6065,2.7624,45.9754,0.56595,163.02551534153417,140.58671642164217,281.65291153115305,325.5715519951995,11.202601284579199,11.323233059548256,0.2431634181213629,0.1319662600270725,0.19782608936857207,0.14239562873307116,9.0,14.0,23.0,32.0,41.0,7.0,13.0,20.0,29.0,37.0,-19.0,-8.0,3.0,14.0,24.0,24.0,33.0,44.0,57.0,70.0,6.87521481,3.3968032299999997,9.820793859999998,5.0476002399999995,8.15297247289843,480844845,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_06_LAC_DEN,2024,6,2024-10-13,DEN,LAC,16.0,23.0,-7.0,39.0,21.5427,21.3037,0.239,42.8464,0.5059,134.3622129312931,132.66553286328633,254.198098809881,279.8573927792779,11.494386800830835,11.506736450548377,0.19243226645503722,0.1498395357076897,0.18289160199748677,0.16415603791044603,7.0,13.0,20.0,29.0,37.0,7.0,13.0,20.0,28.0,37.0,-20.0,-10.0,0.0,11.0,21.0,23.0,31.0,41.0,53.0,65.0,3.41438983,2.955860109999999,5.001389,4.04928514,4.959666017965455,4054823524,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_06_PIT_LV,2024,6,2024-10-13,LV,PIT,13.0,32.0,-19.0,45.0,21.2749,23.433,-2.1581,44.7079,0.44630000000000003,133.66149613961397,152.65377637763777,264.2623306230623,308.3682144114411,11.065109686650327,11.269224380422646,0.18271069985697763,0.19021223617861252,0.21624248116915362,0.1632011302493012,7.0,13.0,20.0,29.0,37.0,9.0,14.0,23.0,31.0,40.0,-23.0,-13.0,-2.0,9.0,18.0,23.0,32.0,43.0,56.0,68.0,4.407249230000001,5.7010682599999996,10.303808230000001,4.154371529999999,7.9793776706322745,3545834588,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_06_SF_SEA,2024,6,2024-10-10,SEA,SF,24.0,36.0,-12.0,60.0,25.828,28.6134,-2.7854,54.4414,0.4386,176.6484808480848,192.85942638263825,333.0978566256626,405.91795783578357,10.92621955467353,10.989897368201904,0.25958411887124067,0.145568979514533,0.2912890312983937,0.15671294882808268,10.0,16.0,24.0,34.0,44.0,12.0,19.0,27.0,37.0,47.0,-26.0,-15.0,-3.0,9.0,20.0,30.0,40.0,53.0,67.0,81.0,3.10630772,5.2859947400000005,6.032677040000001,5.644232820000001,6.497494409666599,4231306400,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_06_TB_NO,2024,6,2024-10-13,NO,TB,27.0,51.0,-24.0,78.0,25.9244,22.4568,3.4676,48.3812,0.57345,173.171001740174,149.0564394039404,294.92064230423046,349.53423998399836,10.947130776581089,11.075237505635107,0.2643492616948081,0.14507440358435894,0.21867383047741912,0.135408252079249,10.0,16.75,24.0,34.0,44.0,7.0,14.0,21.0,30.0,39.0,-18.0,-8.0,3.0,14.0,25.0,26.0,35.0,47.0,60.0,73.0,3.22596404,21.9964499,18.536982039999998,20.54610018,20.718342220135668,197411711,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_06_WAS_BAL,2024,6,2024-10-13,BAL,WAS,30.0,23.0,7.0,53.0,30.8323,20.5033,10.329,51.3356,0.7189,206.68624533453342,131.80676978697872,308.6700260026003,368.31600424042404,11.137789278522261,11.117650446207584,0.30068310220708855,0.19423511623884415,0.19597414360035478,0.12931366966776736,13.0,20.0,30.0,40.0,50.0,7.0,13.0,20.0,27.0,36.0,-11.0,-1.0,10.0,22.0,33.0,28.0,37.0,50.0,64.0,77.0,3.3350330699999997,3.12036539,4.250011199999999,4.714799900000001,5.044991422079457,712706352,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_07_BAL_TB,2024,7,2024-10-21,TB,BAL,31.0,41.0,-10.0,72.0,25.0155,28.3684,-3.3529,53.3839,0.42245,166.65632538253826,184.50593203320332,325.7187334633463,376.6057813681368,11.20702324917434,11.2230833406398,0.24737329210242062,0.1361326756345838,0.27074282179680015,0.1803254748309705,10.0,16.0,24.0,33.0,42.0,13.0,19.0,27.0,37.0,47.0,-26.0,-15.0,-3.0,9.0,20.0,30.0,40.0,52.0,66.0,79.0,4.54192481,8.184857260000001,5.10858105,11.882077170000002,9.712965278674469,2822009912,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_07_CAR_WAS,2024,7,2024-10-20,WAS,CAR,40.0,7.0,33.0,47.0,24.607,20.787,3.82,45.394,0.5919,167.73572457245726,136.64249524952496,281.63496349634966,327.1214761476147,11.027823748436314,10.850000271115817,0.24560324507161474,0.1444318832494332,0.1949948639595074,0.1608662999900367,9.0,15.0,23.0,33.0,42.0,7.0,13.0,20.0,27.25,37.0,-17.0,-7.0,4.0,15.0,25.0,23.0,33.0,44.0,57.0,70.0,10.1371368,7.966061020000001,20.41838278,4.44097964,14.051004833121693,3709861141,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_07_CIN_CLE,2024,7,2024-10-20,CLE,CIN,14.0,21.0,-7.0,35.0,22.6897,25.296,-2.6063,47.9857,0.4416,151.00031394139413,169.01468546854684,298.25592590259026,341.77407291729173,11.503769019974856,11.572782677252132,0.2053719847424897,0.14863070527967653,0.2467671031411188,0.12437079072627824,7.0,14.0,21.0,30.0,40.0,10.0,16.0,24.0,34.0,42.0,-24.0,-14.0,-3.0,9.0,19.0,25.0,35.0,47.0,59.0,72.0,4.65053231,3.3588884200000004,4.437035809999999,7.24687939,6.369746114446748,1887119866,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_07_DEN_NO,2024,7,2024-10-17,NO,DEN,10.0,33.0,-23.0,43.0,24.457,18.909,5.548,43.366,0.63115,161.88293929392938,119.4268616861686,266.41633763376336,296.20326432643265,11.468270734029236,11.497404467859429,0.22133170561969165,0.1708310144140552,0.1599194330304746,0.14983272405153633,9.0,16.0,23.0,33.0,41.0,6.0,10.0,17.0,26.0,34.0,-15.0,-5.0,5.0,16.0,27.0,22.0,31.0,42.0,54.0,66.10000000000036,8.29132776,9.506742880000001,19.91856242,4.00015312,13.664859739417821,3259023519,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_07_DET_MIN,2024,7,2024-10-20,MIN,DET,29.0,31.0,-2.0,60.0,28.7334,26.0094,2.724,54.7428,0.5599,200.13993843384335,168.42035367536752,345.744198419842,391.3763857985798,11.303929203418255,11.223049720898274,0.28901918317810166,0.14916254155347106,0.24530221349954584,0.16596754583544507,12.0,19.0,27.0,38.0,48.0,10.0,17.0,24.0,34.0,44.0,-21.0,-10.0,3.0,15.0,26.0,30.0,41.0,54.0,67.0,81.0,3.39420956,4.18018186,4.728853939999999,5.486700700000002,5.77693640652579,2473748347,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_07_HOU_GB,2024,7,2024-10-20,GB,HOU,24.0,22.0,2.0,46.0,29.7451,22.2431,7.502,51.9882,0.6599499999999999,205.70969695969598,146.84028641864188,328.9368896889689,376.1630770677068,11.330129656199059,11.100460424572997,0.3085901715938701,0.13321615790395686,0.20795284811954906,0.1603674294906708,13.0,20.0,28.0,39.0,49.0,7.0,13.0,21.0,30.0,38.0,-15.0,-5.0,7.0,19.0,31.0,28.0,38.0,51.0,64.0,78.0,3.8864484499999996,2.88920219,4.7617750999999995,4.98126564,5.336624995592622,1174948419,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_07_KC_SF,2024,7,2024-10-20,SF,KC,18.0,28.0,-10.0,46.0,27.9924,25.0529,2.9395,53.0453,0.55825,198.54219645964596,164.71237282728273,334.1620559555956,392.3470826182618,10.71916130538398,10.732148527044341,0.3075876533238329,0.1275836213393088,0.2437156762749482,0.1814757771670215,10.0,17.0,27.0,37.0,47.0,10.0,16.0,24.0,33.0,42.0,-20.0,-9.0,3.0,15.0,26.0,29.0,39.0,52.0,66.0,79.0,5.36366198,3.5413009100000012,7.599695989999999,5.26208709,7.1024576185784,1412168259,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_07_LAC_ARI,2024,7,2024-10-21,ARI,LAC,17.0,15.0,2.0,32.0,26.0324,25.3679,0.6645,51.4003,0.5115000000000001,179.24867510751076,171.3060801980198,327.8813278827883,373.2281827282728,10.937289217328107,10.936940620946924,0.2662804610517696,0.14235321128090078,0.25503024063983026,0.14880859801346144,10.0,17.0,24.0,34.0,44.0,10.0,16.0,24.0,34.0,43.0,-22.0,-11.0,0.0,13.0,24.0,27.0,37.0,50.0,64.0,77.0,4.90047638,5.578831449999999,4.19022301,10.99331077,8.293991538185745,156250480,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_07_LV_LA,2024,7,2024-10-20,LA,LV,20.0,15.0,5.0,35.0,29.9624,22.017,7.9454,51.9794,0.6715,205.148301070107,137.74148514851487,317.88340718071805,367.8961652565257,11.128292255928152,10.996699798620782,0.29960596577222576,0.1788229857310092,0.1920275599987372,0.1916067788506532,13.0,20.0,29.0,39.0,49.0,7.0,13.0,21.0,30.0,37.100000000000364,-14.0,-4.0,7.0,20.0,31.0,29.0,38.0,50.0,64.0,77.0,5.410911180000001,3.9471076399999996,4.214278439999999,9.40658628,7.459456179107015,1121357544,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_07_MIA_IND,2024,7,2024-10-20,IND,MIA,16.0,10.0,6.0,26.0,27.6391,25.013,2.6261,52.6521,0.55735,188.53570476047605,161.0849394939494,318.93979276927695,380.30149573957397,11.366474524918388,11.319137988091805,0.2783335506109772,0.13369192082655823,0.24058557905166858,0.14426847903490142,10.0,17.0,27.0,36.0,46.0,10.0,16.0,24.0,33.0,42.0,-20.0,-10.0,3.0,14.0,25.0,29.0,39.0,51.0,65.0,79.0,6.26954083,8.74640128,4.40868723,16.59796437,11.69599838266819,2889592570,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_07_NE_JAX,2024,7,2024-10-20,JAX,NE,32.0,16.0,16.0,48.0,21.4907,21.0957,0.395,42.5864,0.5123,144.96681019101908,134.2079623062306,260.0623812381238,298.2871637563756,11.461356884208517,11.38617336885434,0.20447454725922884,0.1250253528831945,0.1815860883937755,0.17294453772211366,7.0,13.0,20.0,29.0,38.0,7.0,13.0,20.0,28.0,37.0,-20.0,-10.0,0.0,11.0,21.0,22.0,30.0,41.0,53.0,66.0,6.89435137,3.1993604500000004,9.427908640000002,5.04160446,7.978750419697379,2662123069,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_07_NYJ_PIT,2024,7,2024-10-20,PIT,NYJ,37.0,15.0,22.0,52.0,22.437,16.4223,6.0147,38.8593,0.6502,140.69690069006901,101.63692640264026,233.3514190519052,251.31623513351335,11.527995892708109,11.199083540136444,0.19877914372126615,0.15853549397091932,0.13676311420747517,0.14110971033986958,8.0,14.0,21.0,30.0,38.0,3.0,9.0,16.0,23.0,30.0,-13.0,-4.0,6.0,16.0,25.0,20.0,27.0,37.0,49.0,60.0,9.74483292,2.37573483,9.86104007,8.48461029,9.784742978682395,141149189,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_07_PHI_NYG,2024,7,2024-10-20,NYG,PHI,3.0,28.0,-25.0,31.0,20.3533,25.4445,-5.0912,45.7978,0.38294999999999996,133.1063897489749,166.67078682868285,285.188201380138,314.3661517751775,10.933984395689462,11.064473307999224,0.19562730671336123,0.13010164699225826,0.24573780582225607,0.17276834867304544,7.0,13.0,20.0,27.0,35.0,10.0,16.0,24.0,34.0,43.0,-27.0,-17.0,-5.0,7.0,17.0,24.0,33.0,44.0,57.0,70.0,11.08348865,3.502007589999999,12.36971902,8.176840859999999,11.411925076497647,1664442447,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_07_SEA_ATL,2024,7,2024-10-20,ATL,SEA,14.0,34.0,-20.0,48.0,26.9729,25.8243,1.1486,52.7972,0.5189,175.35070066006602,167.11934144414442,321.39925796579655,363.54082624262423,11.19168288441134,11.011092863940407,0.2536134192328622,0.18650239653363765,0.25597288819830505,0.16442755639363343,10.0,17.0,26.0,35.0,45.0,10.0,17.0,24.0,34.0,43.0,-21.0,-11.0,1.0,13.0,24.0,30.0,40.0,51.0,65.0,78.0,7.170496590000001,5.53252573,13.08108892,4.6178092799999995,9.883712494077406,1711431241,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_07_TEN_BUF,2024,7,2024-10-20,BUF,TEN,34.0,10.0,24.0,44.0,28.4725,20.5059,7.9666,48.9784,0.6749499999999999,192.05684943494353,132.9664618361836,304.9859830383038,345.0606395039504,10.976273792882415,11.019766127344282,0.2928630036812354,0.15653039459034593,0.20609899649774596,0.11657238813634249,12.0,18.0,27.0,37.0,47.0,7.0,13.0,20.0,27.0,36.0,-14.0,-4.0,8.0,20.0,30.0,27.0,36.0,47.0,61.0,73.0,4.48227279,5.65597875,9.672902099999998,4.5606256,7.8879417950591595,2236774054,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_08_ARI_MIA,2024,8,2024-10-27,MIA,ARI,27.0,28.0,-1.0,55.0,26.8363,24.5207,2.3156,51.357,0.55235,180.78738104810483,167.27949945994598,321.3439310331033,374.7898299829983,10.86421286476333,11.007266892955622,0.2829537034268503,0.13883641955020312,0.2558761331470226,0.12501912504681437,10.0,17.0,26.0,35.0,44.0,9.0,14.0,24.0,33.0,42.0,-21.0,-10.0,3.0,14.0,25.0,27.0,38.0,50.0,64.0,77.0,3.22102965,3.6944722499999996,4.35908822,5.0000531200000005,5.245832867725328,3220210564,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_08_ATL_TB,2024,8,2024-10-27,TB,ATL,26.0,31.0,-5.0,57.0,28.7896,24.9173,3.8723,53.7069,0.5822999999999999,194.01713355335534,161.93565427542757,330.45223793379336,381.45333772377234,10.994962483320199,11.069484802497989,0.297517339032793,0.15512868624572237,0.231041146279638,0.18464052777297532,12.0,19.0,27.0,37.0,48.0,10.0,16.0,24.0,33.0,42.0,-19.0,-8.0,4.0,16.0,27.0,30.0,40.0,52.0,66.0,80.0,3.308672079999999,4.56142813,5.835442350000001,5.01991155,6.097932508349537,3121771631,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_08_BAL_CLE,2024,8,2024-10-27,CLE,BAL,29.0,24.0,5.0,53.0,20.2054,30.5778,-10.3724,50.7832,0.27740000000000004,132.09242008200818,205.3022773877388,319.50526876687667,355.2841261726172,11.685012155940255,11.898440805599456,0.18482194281739572,0.11974078154518035,0.29275095078743846,0.15567354312901763,7.0,12.0,20.0,27.0,35.0,13.0,20.0,30.0,40.0,50.0,-33.0,-22.0,-10.0,1.0,12.0,27.0,37.0,50.0,63.0,75.0,5.79390972,4.117358620000001,9.077691739999999,4.6451405,7.750493214105447,466242428,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_08_BUF_SEA,2024,8,2024-10-27,SEA,BUF,10.0,31.0,-21.0,41.0,24.6828,28.0129,-3.3301,52.6957,0.42955,168.18740290029,192.4875823482348,329.4048744774477,391.945096019602,11.050345584426458,11.112163647695748,0.24714066886855715,0.13882280111809664,0.2856301251936092,0.14125111624574874,9.0,15.0,24.0,33.0,42.0,10.0,17.0,27.0,37.0,47.0,-27.0,-15.0,-3.0,8.0,20.0,28.0,39.0,51.0,65.0,79.0,8.39279204,3.76251375,10.76427215,6.777897889999998,9.658857882381712,35260911,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_08_CAR_DEN,2024,8,2024-10-27,DEN,CAR,28.0,14.0,14.0,42.0,22.8409,18.1571,4.6838,40.998,0.6191,148.86747393739375,107.77359694969493,240.32124968496848,272.9608920892089,11.401645339081156,11.299530451891158,0.2029244414185164,0.16624890583380159,0.14630711066834276,0.16635590441528783,7.0,14.0,22.0,30.0,39.0,6.0,10.0,17.0,24.0,32.0,-15.0,-6.0,4.0,14.0,24.0,20.0,29.0,40.0,51.0,63.0,4.132174470000001,2.770657149999999,5.8637049999999995,3.967247239999999,5.402778678494,656845784,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_08_CHI_WAS,2024,8,2024-10-27,WAS,CHI,18.0,15.0,3.0,33.0,23.3112,23.7666,-0.4554,47.0778,0.492,154.467001260126,156.91441588158818,286.6130721472147,336.14976213621367,11.029014805831366,10.932532393047428,0.22787297869657558,0.14104987806814534,0.2388276655381314,0.14154850822226478,8.0,14.0,22.0,31.0,40.0,9.0,14.0,23.0,31.0,41.0,-21.0,-12.0,0.0,11.0,21.0,24.0,34.0,46.0,59.0,71.0,3.468320179999999,4.7452347999999995,4.1429866199999985,7.798083980000001,6.549979466094511,2413092930,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
2024_08_DAL_SF,2024,8,2024-10-27,SF,DAL,30.0,24.0,6.0,54.0,28.5167,27.4497,1.067,55.9664,0.5243500000000001,193.6894900590059,189.0927791879188,350.5313641364137,415.0331743574357,10.900663351794783,10.78584500413906,0.30016961434103495,0.15586978796296438,0.28098068071368876,0.16623062936186225,12.0,18.0,27.0,37.0,47.0,10.0,17.0,26.0,36.0,46.0,-23.0,-11.0,1.0,14.0,25.0,31.0,41.0,55.0,69.0,82.0,3.4479269300000004,3.274791610000001,4.80442184,4.715771159999999,5.317961361340901,27967341,B0-POSSESSION-DRIVE-SCORE-PROCESS-V1,2024,2023,2023-REG-END,0.0,0.05,phase3-feature-provenance-v1,5f148219527b07d85261d3f196ace97a5eb5646271d43596032a692389abc579,2c5cc1af74fc5f3955e44361b82b791710e4b63bbc69b0c15570617e2d86e543,NONE,B0-poisson-multinomial-rare-tail-v1,10000
