game_id,season,week,home_team,away_team,home_win,fst_prob,market_prob,a0_home_win_probability,b0_home_win_probability,fst_confidence,component_prob_dispersion,fst_plus_a0_prob,fst_plus_b0_prob,fst_plus_a0_plus_b0_prob,primary_compact_football_prob,market_aware_diagnostic_prob
2025_04_GB_DAL,2025,4,DAL,GB,0,0.2251360471540534,0.2559309849029475,0.4287576729501151,0.46325,0.2748639528459466,0.10506598014637664,0.22509105562736745,0.22509537415572983,0.22505067281966165,0.2250183546151234,0.22497846084292988
2025_04_IND_LA,2025,4,LA,IND,1,0.6232923986664757,0.6224665518611737,0.5788951280938441,0.5921500000000001,0.12329239866647568,0.018609012924595193,0.6231666053456638,0.6233217148220118,0.6231958590564985,0.6232528646158624,0.6231849159110415
2025_04_JAX_SF,2025,4,SF,JAX,0,0.5993238475377745,0.6164383561643834,0.6352223607381138,0.6255499999999999,0.09932384753777446,0.015166003228035463,0.5992871815141101,0.5993568688079192,0.5993201564095599,0.599377645115771,0.5993180120031087
2025_04_LAC_NYG,2025,4,NYG,LAC,1,0.26973582803568213,0.2904564315352696,0.3875606358798198,0.3478,0.23026417196431787,0.04894169825590691,0.26967739921119294,0.2696740123446381,0.269615844179341,0.2696210645825808,0.26958043508142654
2025_04_MIN_PIT,2025,4,PIT,MIN,1,0.40528066761173714,0.427940364439536,0.5349272727770901,0.4944,0.09471933238826286,0.05415303159153005,0.40519749166824653,0.4052521031680619,0.4051690322473423,0.40517271279870704,0.40510659830286494
2025_04_NO_BUF,2025,4,BUF,NO,1,0.9042334473336383,0.8933823529411765,0.8018321793182415,0.704,0.4042334473336383,0.08175205633324775,0.9042564590548646,0.9042759679999961,0.904298785585329,0.9042779318100499,0.904252881158322
2025_04_NYJ_MIA,2025,4,MIA,NYJ,1,0.5613556304710235,0.5720596355604638,0.6382772534686711,0.61095,0.06135563047102355,0.031838684289729996,0.5612880451490676,0.5613759353497477,0.5613083247511038,0.5613431302490567,0.561296380421985
2025_04_PHI_TB,2025,4,TB,PHI,0,0.34185384825496723,0.3775334481388262,0.5822776342126869,0.5017,0.15814615174503277,0.09991504403311456,0.3417954000518798,0.3418277169660013,0.3417694273230086,0.3417110482513303,0.34163380334603033
2025_04_SEA_ARI,2025,4,ARI,SEA,0,0.4439049054514429,0.4675324675324675,0.5705710159890567,0.5016,0.0560950945485571,0.05177947742349993,0.4438698544793198,0.44388983693553763,0.4438548547534396,0.4438556435506531,0.4437753108731032
2025_04_TEN_HOU,2025,4,HOU,TEN,1,0.7964754806259355,0.7819063004846527,0.6080416839646355,0.55665,0.29647548062593554,0.1030990150089677,0.7964431675854541,0.7965084004806615,0.7964758663399625,0.7964334748040099,0.7963914618915067
2025_04_WAS_ATL,2025,4,ATL,WAS,1,0.5764073848203312,0.5634920634920633,0.4576563409235092,0.5074,0.07640738482033116,0.048692072369402706,0.5763862078948506,0.5764128157943817,0.5763916834587891,0.5764235782018831,0.5763560629581866
2025_05_DAL_NYJ,2025,5,NYJ,DAL,0,0.48776755958174517,0.5108342361863488,0.5274917086694569,0.40115,0.01223244041825483,0.05274976250410765,0.4876774912905201,0.48773309330505776,0.4876429994904869,0.487629707142613,0.4875865679228158
2025_05_DEN_PHI,2025,5,PHI,DEN,0,0.6519182487314408,0.6574752261956052,0.5778939741706233,0.62065,0.15191824873144077,0.03034134390143967,0.6518858569873245,0.6519486906090767,0.6519162270270915,0.6519640392494924,0.6519155749806133
2025_05_DET_CIN,2025,5,CIN,DET,0,0.1523556465303892,0.182741116751269,0.3482783423316489,0.4037,0.3476443534696108,0.10782251202261238,0.15228653019715052,0.15230799607928056,0.1522391631873658,0.15221556806132766,0.15218632401218832
2025_05_HOU_BAL,2025,5,BAL,HOU,0,0.36149822417899985,0.427940364439536,0.7789864616891891,0.75405,0.13850177582100015,0.19119947474392093,0.3613621323886705,0.36153058439938135,0.36139457484893517,0.361239581336521,0.3611596893203552
2025_05_KC_JAX,2025,5,JAX,KC,1,0.3297650533618311,0.3630958183058777,0.4847428748921493,0.40595,0.1702349466381689,0.0632724166638141,0.3297407067068604,0.3297128623283666,0.32968870066006845,0.32967206954624056,0.32963158813502225
2025_05_LV_IND,2025,5,IND,LV,1,0.7532951233895754,0.7508125677139762,0.656666173561858,0.623,0.2532951233895754,0.055224173819290956,0.7533488586138991,0.7533423633692418,0.7533959494494169,0.7533956871804018,0.7533359721182505
2025_05_MIA_CAR,2025,5,CAR,MIA,1,0.4595377838950222,0.4782608695652174,0.4494765907975399,0.4856,0.0404622161049778,0.015221941062002748,0.4595798813256284,0.4595183660667429,0.4595605810899995,0.4596324363857042,0.45959274670914596
2025_05_MIN_CLE,2025,5,CLE,MIN,0,0.34669644831480084,0.3630958183058777,0.3379549914320809,0.31485,0.15330355168519916,0.01343482195133338,0.34665155822806015,0.3466306310623089,0.3465859366937374,0.3466375439513458,0.3466333441712949
2025_05_NE_BUF,2025,5,BUF,NE,0,0.7685697752871429,0.7659021045164341,0.7372138516700706,0.67845,0.2685697752871429,0.037354098550652685,0.7685637655565324,0.7686241172334017,0.7686178947861432,0.7686274751072547,0.7685472864174668
